family_id,twin_id,eye,subject_id,iris_id,image_idx,filename,relative_path,absolute_path,file_extension,file_size_bytes,sha256,width,height,mode,format,readable,error,filename_pattern_ok,filename_family_id,filename_twin_id,filename_eye,filename_image_idx,folder_filename_consistent,quality_ok,brightness,contrast,focus_score,dark_ratio,bright_ratio,folder_class,flag_low_focus,flag_low_contrast,flag_high_bright_ratio,flag_high_dark_ratio,quality_reject,quality_flag_any,segmentation_ok,pupil_found,iris_found,pupil_x,pupil_y,pupil_r,pupil_score,pupil_method,pupil_inner_mean,pupil_ring_mean,pupil_circularity,iris_x,iris_y,iris_r,iris_score,iris_method,iris_edge_score,iris_contrast,iris_confidence,iris_pupil_radius_ratio,iris_center_offset
68,1,R,F68_T1,F68_T1_R,4,S3681R04.jpg,68/1R/S3681R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/68/1R/S3681R04.jpg,.jpg,19121,7bde611662d78307a1b077318c372dad083b233d2f3f3f86d046b0b8c10290fd,640,480,L,JPEG,True,iris not found,True,68,1,R,4,True,True,122.21379852294922,44.128692626953125,38.93883263243569,0.0045638020833333,0.0001009114583333,1R,False,False,False,False,False,False,False,True,False,244.0,121.0,82.0,337.0250885619987,hough_pupil,37.35705404812404,86.63145868651876,0.75,,,,,,,,none,,
71,2,L,F71_T2,F71_T2_L,9,S3712L09.jpg,71/2L/S3712L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/71/2L/S3712L09.jpg,.jpg,14669,822635b7d5f5b23a11318f9624f710a77a83aba7b33baa1448252c3064edec1b,640,480,L,JPEG,True,iris not found,True,71,2,L,9,True,True,113.4894027709961,28.96879768371582,13.917436110432943,0.00173828125,0.000107421875,2L,True,False,False,False,False,True,False,True,False,263.5,98.5,72.00357055664062,313.46401245327473,threshold_p3,38.83716965046888,84.13445046821094,0.4062929008441366,,,,,,,,none,,
75,1,R,F75_T1,F75_T1_R,4,S3751R04.jpg,75/1R/S3751R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/75/1R/S3751R04.jpg,.jpg,19499,772dd7bf80dfc2c4804be41ce9a69859f452b8da73b30f5ffb679fa87b11a516,640,480,L,JPEG,True,iris not found,True,75,1,R,4,True,True,123.59764099121094,38.526004791259766,36.038885306792785,0.0023795572916666,0.00015625,1R,False,False,False,False,False,False,False,True,False,340.0,136.0,84.0,343.8225477417412,hough_pupil,41.28444539188517,94.43690029203172,0.75,,,,,,,,none,,
75,1,R,F75_T1,F75_T1_R,5,S3751R05.jpg,75/1R/S3751R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/75/1R/S3751R05.jpg,.jpg,17891,06d5fccf8e089911b34157fb21ee5d1ca719a384c3a051bb0c8c0c0361f3f275,640,480,L,JPEG,True,iris not found,True,75,1,R,5,True,True,121.79490661621094,38.94441223144531,31.900303548177096,0.0025065104166666,0.0001595052083333,1R,False,False,False,False,False,False,False,True,False,299.0,134.0,84.0,316.0263901843106,hough_pupil,54.53300646628296,100.48327770824642,0.75,,,,,,,,none,,
75,1,R,F75_T1,F75_T1_R,6,S3751R06.jpg,75/1R/S3751R06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/75/1R/S3751R06.jpg,.jpg,18042,8a9e0c2e8f3ae0901cb5264f15bab6a7d4c20265346142feec15714d4f7c6925,640,480,L,JPEG,True,,True,75,1,R,6,True,True,109.2332000732422,34.2551383972168,32.37811365759107,0.0051725260416666,0.0001334635416666,1R,False,False,False,False,False,False,False,True,True,273.0,140.0,84.0,336.84725713450325,hough_pupil,42.246002984438284,92.81476846057572,0.75,281.0,164.0,161.0,23.22185377797053,radial_lateral_search,22.98174285888672,7.069999694824219,low,1.9166666666666667,25.298221281347036
75,2,L,F75_T2,F75_T2_L,7,S3752L07.jpg,75/2L/S3752L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/75/2L/S3752L07.jpg,.jpg,17687,4ae83970bbc18dbd5a9664a633d55f8a680c4bddb65b5d510cb786989b87654d,640,480,L,JPEG,True,iris not found,True,75,2,L,7,True,True,120.30628967285156,36.75894927978515,24.876038252247707,0.0006575520833333,0.000126953125,2L,False,False,False,False,False,False,False,True,False,488.0,361.0,13.0,308.22272587371253,hough_pupil,44.19242902208202,84.33229813664596,0.75,,,,,,,,none,,
79,1,L,F79_T1,F79_T1_L,2,S3791L02.jpg,79/1L/S3791L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/79/1L/S3791L02.jpg,.jpg,19089,0ffa6d86930fba3507628d03ef1eb70fbbbf9d0af0c182fecde5cb1b33500cab,640,480,L,JPEG,True,iris not found,True,79,1,L,2,True,True,106.55142211914062,33.84980773925781,36.84262691090902,0.0043294270833333,0.0001139322916666,1L,False,False,False,False,False,False,False,True,False,133.0,215.0,84.0,330.6511144095985,hough_pupil,32.12847296241029,75.32165206508135,0.75,,,,,,,,none,,
79,2,R,F79_T2,F79_T2_R,2,S3792R02.jpg,79/2R/S3792R02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/79/2R/S3792R02.jpg,.jpg,18048,5e8d8286d39bf294596c33799d627ac0dbc44738a7cfe3fcfbe6e716a5e63b6e,640,480,L,JPEG,True,,True,79,2,R,2,True,True,96.8813705444336,36.303489685058594,24.807925192250146,0.0053515625,8.463541666666667e-05,2R,False,False,False,False,False,False,False,True,True,344.0,329.0,80.0,335.80673805637883,hough_pupil,28.644440986540108,71.15648884133293,0.75,344.0,321.0,152.0,21.460254669189453,radial_lateral_search,21.680248260498047,3.7000045776367183,low,1.9,8.0
81,2,L,F81_T2,F81_T2_L,6,S3812L06.jpg,81/2L/S3812L06.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/81/2L/S3812L06.jpg,.jpg,17584,6f540dcadd28148ce9e8f8074f65f5f8e5b0e2228e3d110a3968971ae2244a0a,640,480,L,JPEG,True,iris not found,True,81,2,L,6,True,True,125.37493133544922,34.77727127075195,36.53517822340859,0.002783203125,0.00015625,2L,False,False,False,False,False,False,False,True,False,217.5,111.0,77.8412857055664,362.76360442701497,threshold_p4,37.343586767266395,105.36208601087492,0.4941527091745805,,,,,,,,none,,
81,2,L,F81_T2,F81_T2_L,9,S3812L09.jpg,81/2L/S3812L09.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/81/2L/S3812L09.jpg,.jpg,19776,0a3a297345a0b089dfe43c889fb411dbec89a0367afd467ffe31c00bdbb41595,640,480,L,JPEG,True,iris not found,True,81,2,L,9,True,True,127.80990600585938,36.94744110107422,42.6528937092993,0.0084114583333333,0.000126953125,2L,False,False,False,False,False,False,False,True,False,246.17660522460935,95.42375183105467,63.18720626831055,365.12721029154966,threshold_p4,25.160283861495166,84.16350783106832,0.6904097307021122,,,,,,,,none,,
81,2,L,F81_T2,F81_T2_L,10,S3812L10.jpg,81/2L/S3812L10.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/81/2L/S3812L10.jpg,.jpg,20588,207401c5075a8e3ba5b1894e1e78ebc911679c57cffc1ed8518489606157ca9d,640,480,L,JPEG,True,iris not found,True,81,2,L,10,True,True,131.7016143798828,39.001075744628906,55.67769285579258,0.0067545572916666,0.0001171875,2L,False,False,False,False,False,False,False,True,False,250.5,98.0,64.70133209228516,365.07194286967336,threshold_p4,25.50782629163234,86.15039687240848,0.5748292805960838,,,,,,,,none,,
84,2,L,F84_T2,F84_T2_L,1,S3842L01.jpg,84/2L/S3842L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/84/2L/S3842L01.jpg,.jpg,15085,be16da7f5630ca0019efbf3be84d4c8bbff18c2f02b95903b0f9d60757cc8de8,640,480,L,JPEG,True,,True,84,2,L,1,True,True,143.84750366210938,34.98196029663086,17.333630177773365,0.0007779947916666,0.0001171875,2L,False,False,False,False,False,False,False,True,True,141.5263214111328,128.84210205078125,79.14078521728516,336.5850639707606,threshold_p4,46.246286035493455,109.41421720297028,0.3243220010859601,157.5263214111328,152.84210205078125,150.0,22.2060098572475,radial_lateral_search,24.393688201904297,6.029998779296875,low,1.8953564788138904,28.844410203711913
85,1,L,F85_T1,F85_T1_L,7,S3851L07.jpg,85/1L/S3851L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/85/1L/S3851L07.jpg,.jpg,19647,506ae9f1551fa02ddf38fa9b0ba0c4487674b0346382e4fd63a5e5dae98163a8,640,480,L,JPEG,True,,True,85,1,L,7,True,True,122.02408599853516,38.19036483764648,38.652427675024654,0.0025390625,0.0001302083333333,1L,False,False,False,False,False,False,False,True,True,64.5,247.5,28.504484176635746,293.4071985341447,threshold_p2,31.516031457955233,62.52856265356265,0.4931268333149309,80.5,231.5,76.0,22.406775979166053,radial_lateral_search,21.972646713256836,4.589996337890625,low,2.66624716058868,22.62741699796952
86,1,L,F86_T1,F86_T1_L,3,S3861L03.jpg,86/1L/S3861L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/86/1L/S3861L03.jpg,.jpg,17781,2e09eed4e9ce4e786bc8806121c47cfe9c9f6910a53285f0a90e01621f9d7c71,640,480,L,JPEG,True,,True,86,1,L,3,True,True,102.42127227783205,28.956083297729492,29.797499199379818,0.0013248697916666,4.2317708333333335e-05,1L,False,False,False,False,False,False,False,True,True,337.0,193.0,79.0,357.80742101514016,hough_pupil,38.17184614149201,95.21746930314144,0.75,337.0,193.0,150.0,19.441528658323648,radial_lateral_search,19.724597930908203,2.2299957275390625,low,1.8987341772151896,0.0
86,1,L,F86_T1,F86_T1_L,5,S3861L05.jpg,86/1L/S3861L05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/86/1L/S3861L05.jpg,.jpg,19565,bce20c5f23c1160a9d70e195d1bc5d624ba45b91b4b8f45c0241653833b5a1e6,640,480,L,JPEG,True,,True,86,1,L,5,True,True,122.64464569091795,33.610965728759766,35.28716742171181,0.0007649739583333,9.114583333333334e-05,1L,False,False,False,False,False,False,False,True,True,224.0,187.0,80.0,338.4336881537727,hough_pupil,51.28763712751887,106.90350810149802,0.75,224.0,187.0,152.0,21.733209991455077,radial_lateral_search,20.96121597290039,2.9799957275390625,low,1.9,0.0
86,1,R,F86_T1,F86_T1_R,8,S3861R08.jpg,86/1R/S3861R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/86/1R/S3861R08.jpg,.jpg,18432,847d4664b7b43e4f3af7148e702c7200473b6981a41596451e109c96e5fdd255,640,480,L,JPEG,True,,True,86,1,R,8,True,True,116.19152069091795,49.275856018066406,27.719825855668383,0.0033626302083333,8.138020833333333e-05,1R,False,False,False,False,False,False,False,True,True,303.0,344.0,71.0,303.06311495749264,hough_pupil,37.91579153989596,68.94560937192361,0.75,303.0,336.0,140.0,17.225247375058455,radial_lateral_search,17.62692642211914,3.3649978637695312,low,1.971830985915493,8.0
86,2,L,F86_T2,F86_T2_L,7,S3862L07.jpg,86/2L/S3862L07.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/86/2L/S3862L07.jpg,.jpg,19970,bf1897da8e9789958c6a425d871760229890eae31df0d0f81d7f0d940eba580c,640,480,L,JPEG,True,iris not found,True,86,2,L,7,True,True,114.66905212402344,33.5301628112793,43.21517366145452,0.0028092447916666,9.114583333333334e-05,2L,False,False,False,False,False,False,False,True,False,303.0,125.0,84.0,343.56312552922344,hough_pupil,37.69842961699709,89.15603010677403,0.75,,,,,,,,none,,
87,1,L,F87_T1,F87_T1_L,1,S3871L01.jpg,87/1L/S3871L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/1L/S3871L01.jpg,.jpg,15388,5e04d3a8091469195b73d23996b6908719be171c6b7fb12ee744631aed5a4017,640,480,L,JPEG,True,,True,87,1,L,1,True,True,128.52926635742188,33.47736358642578,20.022112678008614,0.0008365885416666,0.0001888020833333,1L,False,False,False,False,False,False,False,True,True,322.0,225.0,84.0,341.3362603783261,hough_pupil,57.85369146592766,115.37835488805452,0.75,322.0,225.0,173.0,22.832161857968284,radial_lateral_search,19.651073455810547,4.2449951171875,low,2.0595238095238093,0.0
87,1,R,F87_T1,F87_T1_R,8,S3871R08.jpg,87/1R/S3871R08.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/1R/S3871R08.jpg,.jpg,15978,a2e3d2e38cd091e42a7d1f9e23b5ddb71a8ab72e8b98815e88cd7fc4f905401b,640,480,L,JPEG,True,,True,87,1,R,8,True,True,127.20841217041016,30.08405303955078,21.27233356983397,0.0005305989583333,0.0001334635416666,1R,False,False,False,False,False,False,False,True,True,307.0,202.0,84.0,352.0739257827061,hough_pupil,54.30967100120799,116.2449589764984,0.75,307.0,202.0,159.0,21.3402106148856,radial_lateral_search,20.953773498535156,2.725006103515625,low,1.8928571428571428,0.0
87,2,R,F87_T2,F87_T2_R,3,S3872R03.jpg,87/2R/S3872R03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R03.jpg,.jpg,17385,2be9084edaec8b701e9595fe6dfff61c9a365e3ac7ca5bc9eccad4930d9dad12,640,480,L,JPEG,True,iris not found,True,87,2,R,3,True,True,91.04317474365234,25.915205001831055,29.98560196872288,0.0087174479166666,8.138020833333333e-05,2R,False,True,False,False,False,True,False,True,False,327.0,133.0,84.0,318.8774481264067,hough_pupil,36.99921836140126,75.36072868863857,0.75,,,,,,,,none,,
87,2,R,F87_T2,F87_T2_R,4,S3872R04.jpg,87/2R/S3872R04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/87/2R/S3872R04.jpg,.jpg,16616,a72c49e34a240f82c0277b1f25588f213ddbac87040142d762feefbaf4bb1757,640,480,L,JPEG,True,iris not found,True,87,2,R,4,True,True,87.7889175415039,24.612565994262695,24.322067176649306,0.00716796875,0.0001171875,2R,False,True,False,False,False,True,False,True,False,245.0,116.0,75.0,309.10846656699806,hough_pupil,39.88998139782089,76.58321579689704,0.75,,,,,,,,none,,
88,1,L,F88_T1,F88_T1_L,1,S3881L01.jpg,88/1L/S3881L01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/88/1L/S3881L01.jpg,.jpg,17113,ee7a3eee61693cbbd4563c57196373405ae499f96ed0ea4ea2f07d32fd9f112a,640,480,L,JPEG,True,,True,88,1,L,1,True,True,107.93389129638672,38.26774978637695,20.346446594068738,0.0085970052083333,5.859375e-05,1L,False,False,False,False,False,False,False,True,True,229.0,310.0,83.0,343.29585638232936,hough_pupil,32.413661961530025,81.36868155012637,0.75,221.0,310.0,159.0,22.224226682731903,radial_lateral_search,21.317577362060547,4.459999084472656,low,1.9156626506024097,8.0
88,1,L,F88_T1,F88_T1_L,2,S3881L02.jpg,88/1L/S3881L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/88/1L/S3881L02.jpg,.jpg,16775,b26c73f4ff9934ad1f1dfd0b7c755bed76570636512f2e405e1657085e2dd188,640,480,L,JPEG,True,,True,88,1,L,2,True,True,107.7730484008789,35.883399963378906,17.410239352915028,0.0066666666666666,8.463541666666667e-05,1L,False,False,False,False,False,False,False,True,True,203.0,289.0,83.0,347.70139798440823,hough_pupil,31.16280260367147,81.65610081437798,0.75,203.0,289.0,157.0,21.976691390807368,radial_lateral_search,17.90642547607422,5.3600006103515625,low,1.891566265060241,0.0
89,2,L,F89_T2,F89_T2_L,4,S3892L04.jpg,89/2L/S3892L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/89/2L/S3892L04.jpg,.jpg,21140,a6d5866fcfcaca99d98d29cb655d46a2b896722f0d22654b987fce8d001b8eb9,640,480,L,JPEG,True,iris not found,True,89,2,L,4,True,True,121.6144027709961,42.35597229003906,38.75155309591293,0.0025390625,8.463541666666667e-05,2L,False,False,False,False,False,False,False,True,False,272.0,376.0,72.0,318.10113650085464,hough_pupil,42.29459126645827,84.4716218167814,0.75,,,,,,,,none,,
90,1,L,F90_T1,F90_T1_L,2,S3901L02.jpg,90/1L/S3901L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/90/1L/S3901L02.jpg,.jpg,18651,31fe22d83997cc70a65ff026b5fae4bd869a85b8580e38139164e70cd5ea4c11,640,480,L,JPEG,True,iris not found,True,90,1,L,2,True,True,140.77723693847656,37.67618179321289,35.92752375275295,0.0005305989583333,0.0001204427083333,1L,False,False,False,False,False,False,False,True,False,415.0,107.0,83.0,332.7609439351168,hough_pupil,55.841293059313976,112.96142197319604,0.75,,,,,,,,none,,
90,1,L,F90_T1,F90_T1_L,3,S3901L03.jpg,90/1L/S3901L03.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/90/1L/S3901L03.jpg,.jpg,18641,0c5191549e91b580830a12f2764faf02cd740d3385191e7408d577fcb6728d60,640,480,L,JPEG,True,iris not found,True,90,1,L,3,True,True,120.60926818847656,37.033077239990234,30.134706188795302,0.0043033854166666,0.0001822916666666,1L,False,False,False,False,False,False,False,True,False,351.0,117.0,83.0,345.460471982447,hough_pupil,33.79448548233745,84.73055796472968,0.75,,,,,,,,none,,
91,2,L,F91_T2,F91_T2_L,4,S3912L04.jpg,91/2L/S3912L04.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/91/2L/S3912L04.jpg,.jpg,19218,46f55ae5de080bd7af4b80f06b1322d78633d58c136f934ff7daac566d0cded5,640,480,L,JPEG,True,iris not found,True,91,2,L,4,True,True,89.79142761230469,29.022863388061523,32.81979368421766,0.01220703125,6.8359375e-05,2L,False,False,False,False,False,False,False,True,False,251.0,113.0,79.0,312.3622336876479,hough_pupil,30.225246928450975,63.67393515316708,0.75,,,,,,,,none,,
93,1,R,F93_T1,F93_T1_R,5,S3931R05.jpg,93/1R/S3931R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/93/1R/S3931R05.jpg,.jpg,16266,1d92ef521168230086bc125501d4f144bbc3fd3bd5c56450cb1ae415fa715ae3,640,480,L,JPEG,True,iris not found,True,93,1,R,5,True,True,124.4164047241211,34.46957015991211,20.070249022759334,0.0017805989583333,7.161458333333333e-05,1R,False,False,False,False,False,False,False,True,False,299.15228271484375,114.49829864501952,74.38732147216797,341.3102861344206,threshold_p4,48.39808663300558,112.18502340093605,0.3151722072176676,,,,,,,,none,,
93,2,L,F93_T2,F93_T2_L,2,S3932L02.jpg,93/2L/S3932L02.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/93/2L/S3932L02.jpg,.jpg,19017,ebdd9870165da312f650bdd0683285db46b6a42aa7bae5dcd0ca6df4cd340e90,640,480,L,JPEG,True,iris not found,True,93,2,L,2,True,True,133.0742645263672,39.9955940246582,39.61945859882565,0.0010807291666666,0.0001009114583333,2L,False,False,False,False,False,False,False,True,False,308.0,129.0,84.0,345.027160482495,hough_pupil,49.69423719178569,107.67993602892604,0.75,,,,,,,,none,,
93,2,R,F93_T2,F93_T2_R,1,S3932R01.jpg,93/2R/S3932R01.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/93/2R/S3932R01.jpg,.jpg,19699,f5d1f43d60009908c4e1e6e2ca72474de017a9897bd1ab0dc11e91ad93f96047,640,480,L,JPEG,True,iris not found,True,93,2,R,1,True,True,129.44308471679688,37.54290771484375,43.84445144649083,0.000673828125,9.440104166666666e-05,2R,False,False,False,False,False,False,False,True,False,322.0,128.0,84.0,342.5375694388899,hough_pupil,49.693739785404674,106.26512356421858,0.75,,,,,,,,none,,
99,1,R,F99_T1,F99_T1_R,5,S3991R05.jpg,99/1R/S3991R05.jpg,/Users/sarahoualli/Desktop/BIO/iris_twins_project/data/raw/CASIA-Iris-Twins/99/1R/S3991R05.jpg,.jpg,16164,6366df6c089aea4f18d947174b4173cb1b9c731bcc7d22b8e02a208245c048f9,640,480,L,JPEG,True,,True,99,1,R,5,True,True,93.44791412353516,29.869335174560547,16.969473259978827,0.002353515625,7.161458333333333e-05,1R,False,False,False,False,False,False,False,True,True,250.0,245.0,78.0,311.20030691249974,hough_pupil,37.66768924633115,71.09908315907994,0.75,250.0,245.0,166.0,23.69761818127754,radial_lateral_search,19.926795959472656,4.470001220703125,low,2.128205128205128,0.0
